name_key,Y_t1,Y_t2,delta_Y,dose,NAME
wahkiakum,0.822775119617221,0.8725963794659354,0.04982125984871433,3578.602620087336,Wahkiakum School District
wahluke,0.7110853461517068,0.7988648082627376,0.08777946211103083,1256.4318852804724,Wahluke School District
walla walla,0.798516210126569,0.887173414729628,0.08865720460305893,2906.318449873631,Walla Walla Public Schools
wapato,0.7584752554967855,0.7903578058782146,0.031882550381429065,852.5660041530703,Wapato School District
warden,0.8126671136888438,0.884771639139872,0.07210452545102819,1798.3706720977598,Warden School District
washougal,0.8009031770547526,0.8436626497097351,0.04275947265498259,4046.816479400749,Washougal School District
wellpinit,0.5207700012358703,0.5916731885056119,0.07090318726974165,400.42826552462526,Wellpinit School District
wenatchee,0.7642350455207069,0.8370343391410775,0.07279929362037063,2569.209570336966,Wenatchee School District
west valley spokane,0.96620301794743,0.9612430257951101,-0.004959992152319903,3744.0507667900583,West Valley School District (Spokane)
west valley yakima,0.7802209471175838,0.7614827095628873,-0.018738237554696502,2607.447019211725,West Valley School District (Yakima)
white pass,0.7948017576738475,0.6962827598199548,-0.09851899785389273,6376.146788990825,White Pass School District
white river,0.9067180478618428,0.9348452768474851,0.02812722898564224,5391.460055096419,White River School District
white salmon valley,0.8333173342935911,0.9107776788613432,0.07746034456775208,3136.996904024768,White Salmon Valley School District
winlock,0.8097442039678066,0.8416953223927319,0.03195111842492537,2418.6746987951806,Winlock School District
woodland,0.7524018387533845,0.8171260436595328,0.06472420490614827,4641.33219470538,Woodland School District
yakima,0.7287581477913363,0.7770211826401054,0.04826303484876915,1602.9828670035745,Yakima School District
yelm,0.7676946578154016,0.8277558777781265,0.060061219962724954,2975.276170436612,Yelm School District
zillah,0.9209841292827656,0.903117853749127,-0.01786627553363862,1613.6865342163355,Zillah School District
